,answerKey,question,choices
3594,C,If you're going on vacation and you leave your tickets at home what might you experience when you get to the airport?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['debt', 'peace', 'panic', 'laugh', 'having fun'], dtype=object)}"
3595,C,What do adults do at a cookout with friends?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dress themselves', 'drive vehicle', 'drink beer', 'play games',
       'smoke cigarettes'], dtype=object)}"
3596,E,How does applying for job while working impact someone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being employed', 'rejection', 'hunger', 'anxiety and fear',
       'increased workload'], dtype=object)}"
3597,E,Where do you wait in a reception area for a meeting?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hall', 'motel', 'hotels', 'law firm', 'office building'],
      dtype=object)}"
3598,B,"He was constantly chasing their love, and it seemed being a success was the only way to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being an upstanding citizen.', 'please parents', 'take oath',
       'procreate', 'kiss'], dtype=object)}"
3599,E,Bob raised the curtain and people descended upon him like a hoard.  He regretted his job on this of all days. Where does Bob work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'show', 'house', 'a stage hand', 'department store'],
      dtype=object)}"
3600,A,"A student takes an unpaid membership, why on Earth would he do that?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gain experience', 'taking notes', 'listen carefully',
       'study book', 'capitalist exploitation'], dtype=object)}"
3601,A,Where would a person put an automobile when not using it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garage', 'highway', 'fast lane', 'freeway', 'street'],
      dtype=object)}"
3602,E,What public house might you expect to hear someone play the harp?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music shop', 'auditorium', 'ochestra', 'concert hall',
       'irish bar'], dtype=object)}"
3603,A,Where would you find the closest items made from wood?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'lumberyard', 'electric store', 'carpet', 'boat'],
      dtype=object)}"
3604,B,What is likely the result of falling from a height?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'broken bones', 'going down', 'diving', 'injuries'],
      dtype=object)}"
3605,E,"They opened up their picnic basket, they began constructing their sandwiches with what meat?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['country', 'camper', 'kitchen', 'canned', 'deli'], dtype=object)}"
3606,C,Seeing someone open a gift after buying christmas presents causes what for the gift giver?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stress', 'understand themselves', 'pleasure', 'sense of joy',
       'debt'], dtype=object)}"
3607,B,"When they discovered horses, what did Native Americans do with the plains landscape?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'dominated', 'raised on farms', 'play', 'eat grass'],
      dtype=object)}"
3608,A,Who takes forever to pass a bill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['congress', 'wallet', 'restaurant', 'mail box', 'presidents'],
      dtype=object)}"
3609,B,"During battle he felt great anger, this drove him to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drive car', 'destroy enemy', 'punch', 'release energy',
       'write letter'], dtype=object)}"
3610,B,"A person notices popcorn, cotton candy on the grass, where is he likely?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['soccer game', 'fairgrounds', 'movie theatre', 'countryside',
       'state park'], dtype=object)}"
3611,A,"The laser light hurt his eyes, how would he describe it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['forceful', 'darkness', 'cumbersome', 'crucial', 'cold'],
      dtype=object)}"
3612,D,Where do you store a salad bowl when not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['french restaurant', 'lettuce', 'dishwasher', 'cupboard', 'buffet'],
      dtype=object)}"
3613,D,Where would you get an apple that you already bought?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['greengrocer', 'in your grocery bag', 'fridge', 'refrigerator',
       'grocery store'], dtype=object)}"
3614,C,"John was driving to work and running late, what did he experience as he walked through the door?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['impatience', 'sadness', 'anxiety', 'stress', 'boredom'],
      dtype=object)}"
3615,D,"He never used window cleaner on his screen, he had heard it wasn't good for cleaning his computer's what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theatre', 'movies', 'drive in movie', 'monitor', 'closet'],
      dtype=object)}"
3616,A,Where are there millions of blowfish?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['atlantic ocean', 'jungle', 'cuba', 'sea water', 'lake'],
      dtype=object)}"
3617,C,How can jumping rope effect above your shoulders?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aerobic', 'exercising', 'smiling', 'pleasure', 'sweating'],
      dtype=object)}"
3618,D,Where would you bring a tote bag with papers in it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shopping cart', 'the garage', 'house', 'school', 'closet'],
      dtype=object)}"
3619,D,Where would you buy a notepad along side condoms or toothpaste?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['back pocket', 'meeting', 'street seller', 'drug store', 'school'],
      dtype=object)}"
3620,E,What is a sheep called during its first year of life?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['baby', 'ram', 'wolf', 'done', 'lamb'], dtype=object)}"
3621,E,"He had a lot on his plate opening business, this cause a lot of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headaches', 'making money', 'success', 'failure', 'stress'],
      dtype=object)}"
3622,E,"The gifted man had a passion for singing alto, but he also played an instrument in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['computation', 'choir', 'marching band', 'rock band', 'symphony'],
      dtype=object)}"
3623,C,Where might someone go after dealing with a passing sentence?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['death', 'grief', 'appeals', 'anger', 'grammar'], dtype=object)}"
3624,E,What would stop football players from having fun in the game?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being happy', 'smiling', 'may laugh', 'chickens', 'injuries'],
      dtype=object)}"
3625,E,"The man needed balls of cotton, where should he look?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['south', 'georgia', 'north carolina', 'pocket', 'medicine cabinet'],
      dtype=object)}"
3626,C,What would you do after hard work if it is not dark outside yet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest', 'go to sleep', 'have fun', 'get paid', 'relax'],
      dtype=object)}"
3627,B,"Even if not all events are enjoyable, what is a person traveling to many different places likely to have?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lots of tickets', 'interesting experiences', 'compliments',
       'feel pleasure', 'look attractive'], dtype=object)}"
3628,E,Bill's power is out.  Where does he go to check his breaker box?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rest area', 'refrigerator', 'church', 'toy store', 'basement'],
      dtype=object)}"
3629,A,What kind of box does a fish live in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['aquarium', 'ocean', 'pond', 'bay', 'river'], dtype=object)}"
3630,E,If you're standing in line and the line isn't moving what might you feel?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['order', 'queueing up', 'wait turn', 'fatigue', 'anger'],
      dtype=object)}"
3631,E,"Some people really enjoy others, for them socialising is a way of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anxiety', 'become more popular', 'become popular',
       'meeting new people', 'having fun'], dtype=object)}"
3632,E,What would you have if you poured water on yourself?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thin blood', 'room temperature', 'start melting', 'spring forth',
       'wet clothes'], dtype=object)}"
3633,C,What do you want to do when you go to performance that is interactive?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['know where', 'leave', 'experience', 'applaud', 'admiration'],
      dtype=object)}"
3634,B,If you brush your hair while bathing what is a good place to store a round brush?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'shower', 'department store', 'art supplies',
       'hair salon'], dtype=object)}"
3635,D,Where will the stage for the students' graduation be found?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theatre', 'show', 'concert hall', 'auditorium', 'opera'],
      dtype=object)}"
3636,B,"Performing at her sales job was tiring, no matter how she felt she had to put on a big what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['persona', 'smile', 'laugh', 'act', 'singing'], dtype=object)}"
3637,B,What might happen after buying too much beer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['self control', 'intoxication', 'pleasure', 'problems',
       'relaxation'], dtype=object)}"
3638,A,What does a chef do when working in the evening?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cook dinner', 'study french cooking', 'taste sauce',
       'prepare food', 'thin sauce'], dtype=object)}"
3639,B,Which effect of stress could cause death if not treated immediately?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['age grieving person', 'heart attacks', 'depression', 'hair loss',
       'headache'], dtype=object)}"
3640,C,Where would a local terrorist end up if they are caught?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airport', 'hijack planes', 'prison', 'hotel', 'afghanistan'],
      dtype=object)}"
3641,C,"It was going to be a long winter during his commute, the heater had gone out in his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['office', 'house', 'automobile', 'living room', 'public building'],
      dtype=object)}"
3642,D,Where will you find a brownstone apartment away from the center of town?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ring', 'new york city', 'brooklyn', 'subdivision', 'street'],
      dtype=object)}"
3643,D,The person preferred what in life rather than a hectic mess?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['celebrated', 'ownhouse', 'fulfilled', 'simplicity', 'headache'],
      dtype=object)}"
3644,B,What does a child do after the summer is over?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['read book', 'begin school', 'row boat', 'go out to play',
       'go back to school'], dtype=object)}"
3645,D,"The world is very big, it has many countries and continents on it's spherical surface.  There are many types of people It's very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['complicated', 'round', 'square', 'diverse', 'large'], dtype=object)}"
3646,B,What is a place where you usually store dishes but not books?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'pantry', 'table', 'living room', 'shelf'],
      dtype=object)}"
3647,B,"During the roadtrip they finally stopped seeing signs for falling rock, there surroundings were getting less step as the entered the open what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mountain range', 'countryside', 'volcano', 'ground', 'bridge'],
      dtype=object)}"
3648,A,"Sarah didn't want to wait until she was an adult, but she had to in order to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['marry', 'dress himself', 'drive train', 'drive car',
       'ball stopped'], dtype=object)}"
3649,B,"He was on tilt and losing hand after hand, the playing cards were causing him great what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'anger', 'having fun', 'amusement', 'relief'],
      dtype=object)}"
3650,D,What do you fit a piece with another piece?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['puzzle box', 'chess game', 'plate', 'jigsaw puzzle', 'plate'],
      dtype=object)}"
