,premise,hypothesis,label
3803,Three children in front of an adobe building.,three children are in front of a building,0
3804,A dog drops a red disc on a beach.,a dog drops a disc with a boy,1
3805,Dog has mouth open in field.,The dog is outside.,0
3806,Man taking a photograph of a well dressed group of teens.,Man photographs prom goers.,1
3807,A small boy in the bath covered in soap suds.,A boy covered in bubbles.,0
3808,A man wearing glasses holding a nearly empty plate.,A man holds a full plate he has just piled up at the buffet table.,2
3809,A young woman is plotting on a drafting table while talking on the phone.,Young boy making burger,2
3810,A little girl in a red shirt going down a purple slide.,A human in clothing.,0
3811,A group of people on a hot day playing in a cool fountain.,the people are running through fire,2
3812,A man wearing a blue shirt stands between two walls.,The man is on a roller coaster.,2
3813,Two men standing on ice with a score board behind them.,The people are on ice used for sports.,0
3814,A man wearing all white is walking on a rope attached to a bike while surrounded by people.,A man dressed in white is making breakfast.,2
3815,People sitting on black chairs on a bus.,The people in a bus,0
3816,Two dogs play in the snow.,Two cats play in the snow.,2
3817,A bunch of kids dressed in brown dresses are dancing.,A class is sitting on their hands.,2
3818,A boy pointing at the number one and gesturing the number one with his finger.,The boy pointed at the cat.,2
3819,The guy in the gray Wagamama t-shirt seems a little tipsy as he chats with the woman smiling wearing a brown dress and Mardi Gras necklaces holding a glass of ale.,A man is giving a slice of pizza to another man.,2
3820,"A man in a white shirt sings into a microphone as he reads the words on a screen, while a balding man plays the drums.",the man is performing,0
3821,A blond woman in a black jacket walks in front of a wall with wall art pushing a red cart.,The woman is pushing a cart past a wall.,0
3822,A man and a woman walking by some cars in front of a building.,The people are inside a building.,2
3823,A blond child is wearing blue goggles and a green Speedo tank top while swimming underwater.,The blond child is on a diving board.,2
3824,One woman painting the other one's face for a carnival.,Two women are at a carnival,0
3825,A man is standing in front of glass doors with a blue spot and a pink spot.,The man is standing near a building.,1
3826,A man and woman walk away from the camera as a redheaded man walks in the other direction.,The two men are walking together away from the camera,2
3827,"Three construction workers working on digging on a hole, while the supervisor looks at them.",The supervisor is making sure they are doing a good job.,1
3828,"Brunette female wearing yellow bikini top, has large tattoo inked across her lower back, and a blue towel draped across her right shoulder.",Guy wearing bikini,2
3829,A man is putting in an order at the kitchen of a restaurant.,A man is ordering food at a restaurant.,0
3830,Man dressed in drag pointing at his open mouth.,the man is sleeping,2
3831,A swimmer prepares to dive in with a small crowd around.,A swimmer is abut to perform his biggest dive yet.,1
3832,A man is sitting in front of a computer monitor holding a keyboard and looking at the camera.,There is a man sitting in front of a computer monitor.,0
3833,The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball.,A boy falling down with his eyes on the ball.,0
3834,A person picks up things in a rocky spot next to a car.,A person is sleeping.,2
3835,Motorcyclists with white helmets in a parking lot.,There is a motorcyclist with a white helmet.,0
3836,A group of men and women are dancing at a house party.,A group of people are at a party,0
3837,A silhouette of a person snowboarding through a pile of snow.,You can't see anyone in the photo,2
3838,a man in a pink shirt herding goats in a ring,A woman is dancing,2
3839,A foreign woman has a basket on her back that is filled with wood,A shoe box diagram of the solar system.,2
3840,Two kids are playing with a box of Legos.,There are two kids .,0
3841,A female with sunglasses is riding her bike.,A girl riding her bike.,0
3842,A woman in a black top with a shopping bag standing near the train tracks while others read.,A woman who just went shopping is waiting for a train.,1
3843,A male construction worker with a red hard hat is leaning against a brick facade.,A construction worker is leaning on cement blocks.,2
3844,"Two children play in a department store, laying under the polka-dot covers of a pre-made bed in the home furnishings department.","Two children play in Kohls, laying under the polka-dot covers of a pre-made bed in the home furnishings department.",1
3845,Young girl with blue eyes eating a cookie.,A girl is eating.,0
3846,Men in black hats protesting in front of flags.,There are men going on a protest march.,1
3847,Two children are hopping on inflatable balls.,The children are sleeping.,2
3848,A skier is on a snow covered hill.,A person prepares for the hardest ski run of their lives.,1
3849,Two toddlers are sharing a swing.,Two friends are swinging at the park.,1
3850,A man and a woman dance in front of black and white artwork.,A man and woman sleeping.,2
3851,"A man wave surfing high in the air, out in the ocean.","There is one man in this picture, and he is outside.",0
3852,people are playing a carnival game.,The people are losing a lot of money with the carnival games.,1
3853,a dirty looking man standing in front of an overfilled red grocery chart,A man is homeless.,1
3854,"People are sitting on a grassy ledge, while others are walking in the background.",People are standing.,2
3855,a girl in a bikini jumps into a pool,The girl in the swimsuit jumps in the water.,0
3856,A topless woman with bright red-hair watches a gay pride parade.,A woman watches a parade.,0
3857,Two men are sitting by themselves in a cafe.,Two spies meet to discuss things.,1
3858,A group of kids on their bicycles smiling at the photographer on a dirt trail.,A group of boys riding their bikes.,1
3859,A group of people play on bamboo rafts in a waterfall fed pool surrounded by a lush forest.,Some people are on rafts made of bamboo.,0
3860,The tennis player holds his racket in preparation for the ball.,The tennis player is getting sweaty while playing tennis.,1
3861,Three football players are huddled together while one player is falling and holding the football., Three football players are huddled together smiling.,1
3862,a group of people sitting at a sporting event.,A group of angry fans sit at the opposing teams sporting event,1
3863,A rodeo player is being taken down by a bull.,A bull rider is being charged by the bull.,1
3864,A man and child are together with a blue net in front of them.,The man and child is holding a net.,0
3865,Two women and a man sitting down in chairs next to a table with a candle burning.,a group of people are a club,2
3866,A football player in blue and one in red play in a game.,Two girls are playing a soccer game.,2
3867,Four people with black hair pose for a picture with windows in the background.,Four black haired people pose for a picture.,0
3868,A dog jumps of a surfboard,A surfboard jumps off of a dog,2
