,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
3617,lsmdc3036_IN_TIME-16200,6228,"Lowering his gun, he checks his own clock. He","Lowering his gun, he checks his own clock.",He,gen,rolls his eyes and smiles.,hands all fours to the dog and approaches the alien who glances at someone.,"flicks them out, then turns away.",takes out the report.,0
3618,lsmdc3036_IN_TIME-15849,3519,"The driver puts his own on top of it, watches his body clock tally the transfer of time. The bus","The driver puts his own on top of it, watches his body clock tally the transfer of time.",The bus,gold,reaches a foot stuck.,"pulls away, revealing someone as he arrives at the curb.",moves through a bookshelves in an overpass.,turns and shows his mentor walking through the open finish - lined doorway.,1
3619,anetv_YySTmiavdMc,15631,It is pulling a plow behind it. There,It is pulling a plow behind it.,There,gold,"can be shaved over half putting the stained of marble into a covered wall below, one of the posts is grated with a roof",is a white horse in the field next to it.,meets behind the stocky gothic grizzly on his shoulders.,throws it down on the ground.,1
3620,anetv_c05oRliUOxk,12699,The person in the blue shirt looks up the mountain. We,The person in the blue shirt looks up the mountain.,We,gen,"move very fast as well to see the individual, who also the moving out of this.",see on the screen as the play returns and we see him clapping.,see the closing title screen.,see a man holding his camcorder as the wind blows outside.,3
3621,lsmdc1044_Pride_And_Prejudice_Disk_Two-89606,2166,Four children emerge first from the cab. Someone,Four children emerge first from the cab.,Someone,gen,'s bosses come from the door.,are also boiling and loosening their sails.,opens the front door as someone exits.,sits floating into the small space.,2
3622,lsmdc3084_TOOTH_FAIRY-39837,4763,They glimpse the powder blue tights on his toes. Someone,They glimpse the powder blue tights on his toes.,Someone,gen,types on a book pedestal.,"in the bathroom, someone heads off.",spies a golden boy.,smiles.,3
3623,anetv_IWuiVS3-Z7k,19920,People are shown walking along a beach. Several people in paintball gear,People are shown walking along a beach.,Several people in paintball gear,gold,are seen following into different clips of people riding horses.,are running through an obstacle course.,throw the words into a camera.,are then shown pushing one another with obstacles.,1
3624,anetv_bJahexpTlr8,13707,A man in a silver jacket is fixing a spoke on the tire of his bicycle. He,A man in a silver jacket is fixing a spoke on the tire of his bicycle.,He,gold,is shaking clothes up on a board in a diner.,spins the wheel of the tire.,opens and throws a tire off.,tried to weld the tire on a car.,1
3625,lsmdc0006_Clerks-48658,15860,Someone points to o. c.. The activist,Someone points to o. c..,The activist,gen,is a dark green and is fleeing.,stands outside a pair of smoking houses.,holds a black bird atop a coffin.,agent stares ahead with a sneer.,3
3626,lsmdc3056_PUBLIC_ENEMIES-3248,10982,Someone rushes into the office and holds his gun. As someone,Someone rushes into the office and holds his gun.,As someone,gen,"gallops off the tip of his rifle, water gushes out.","pushes school, someone eats.",accelerates behind the oncoming train.,"shoves him in, her uncle's order.",3
3627,anetv_dNgXkPmvU-c,16056,The man sits down and rubs the shoes on each other and continues to show them off. The man,The man sits down and rubs the shoes on each other and continues to show them off.,The man,gold,removes the camera from the man's shoulder and kneels in front of it.,flips the ball onto his shoulder and pretends to laugh each time.,"drops his saxophone to the stage as if sensing he's talks, turns upside down and returns to his rhythm.",bends forwards and turns off the camera.,3
3628,lsmdc3078_THE_WATCH-36389,7901,"He blinks and looks off to one side. Now, the dark - haired man",He blinks and looks off to one side.,"Now, the dark - haired man",gen,talks eagerly someone whether to solo the keys on his tablet and polish the cute floor.,follows his friend's wife.,walks on her matching matching suit.,"sits up from his seat, smoking a cigarette.",3
3629,lsmdc3047_LIFE_OF_PI-22646,4611,The tiger manages to secure his front legs on the bench. Someone,The tiger manages to secure his front legs on the bench.,Someone,gold,lands on the bottom.,"glances behind him and pulls himself up, then crawls to his feet at the bow.",is standing at a picnic table with his huge kids mother and children.,", he doffs his jacket, then removes his coat.",1
3630,lsmdc1009_Spider-Man3-76519,15602,The daughter peeps back out and waves. Someone,The daughter peeps back out and waves.,Someone,gold,"takes off, turning his head to look at the scrolls.",leaps up under the cart.,"sits at his car, scratching his own ears.",is waiting for someone.,3
3631,anetv_nN1u9BVysQs,17180,People are practicing Capoeira moves. The ladies,People are practicing Capoeira moves.,The ladies,gold,swing and flip the cymbals bars in the air.,lets leading off their efforts.,"collide with each other, swinging two hoops then in front of the ball.",are explaining why they chose capoeira.,3
3632,anetv_cinmiQ4tHYk,8472,"Then, the man and the woman talks and the woman turn to leave, suddenly the man grabs the woman from the shoulder. The woman","Then, the man and the woman talks and the woman turn to leave, suddenly the man grabs the woman from the shoulder.",The woman,gold,squat and grabs the man in the neck.,stops brushing her teeth then then holds her arms up and laughs.,takes the rod and get off her feet.,"pushes the man, who attack the woman and both fight.",3
3633,lsmdc3016_CHASING_MAVERICKS-6546,11389,"At night, someone takes out the trash behind Pleasure Pizza. A large group of teens","At night, someone takes out the trash behind Pleasure Pizza.",A large group of teens,gold,sit on a hilltop.,ride past on bicycles.,gather in the highway.,ride on the suv.,1
3634,lsmdc0029_The_Graduate-64466,15124,"He walks to the door, looks out into the hall at someone, then shuts the door. Someone","He walks to the door, looks out into the hall at someone, then shuts the door.",Someone,gold,"shakes her head slightly as the portly brother sits at his throne, his head hung.",slams the door shut.,stuffs the money back in his pocket and runs down the stairs and out of the building.,"the door, someone turns and looks indoors and someone follows her.",2
3635,anetv_LDSEEw5oUM4,17502,The woman then performs a dance routine with the baton throwing it up into the air and spinning around. She,The woman then performs a dance routine with the baton throwing it up into the air and spinning around.,She,gen,is bowing and begins dancing on the floor and raising her arms defensively.,continues cleaning while moving back and fourth and moving her arms back and fourth.,gets her hand apart and has the baton swinging on the side of the hoop before her.,continues to twirl the baton while the camera captures her movements.,3
3636,anetv_jBFn08ZRKSE,6272,The guy is sitting down and playing two red drums with his hands at the same time. another guy,The guy is sitting down and playing two red drums with his hands at the same time.,another guy,gold,walks around the first guy playing the drums and starts to play different the drums behind him standing up with drum sticks.,"demonstrates the drums to play drum, grabs the other guitar with his left foot and kicks.",points to the camera.,comes walking onto a really empty track and starts doing tricks on the yellow mat.,0
3637,anetv_cy3a8BJJ-YQ,11205,A small group of people are seen sitting around a poker table with a woman dealing cards in front. The woman,A small group of people are seen sitting around a poker table with a woman dealing cards in front.,The woman,gold,continues dealing cards to one another while looking off into the distance.,deals cards to the people while they put their cards and chips in the middle.,is then seen lighting up onto stage and leads into her speaking to the camera and speaking to the camera and walking.,picks chairs up and scare her mother between them.,1
3638,anetv_YFIkhFEtD8w,14928,The man then solves a rubix cube blind folded while a timer captures his score. He,The man then solves a rubix cube blind folded while a timer captures his score.,He,gold,adjusts and begins to move in several times.,distorts the man a few times then rockets around and lunges at someone.,finishes the cube and takes off the headpiece in the end.,sits to the ground and lowers his umbrella.,2
